order,urban_rural,landuse_id,landuse_description,manual_label
12466,2,3,91,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
82559,2,3,105,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
335550,2,3,110,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
425250,2,3,114,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
105305,2,3,116,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
5636,2,3,118,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
549793,2,3,120,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
417850,2,3,123,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
481857,2,3,130,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
8907,2,3,139,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
7797,1,4,200,EDUCAÇÃO
267850,1,6,312,NÃO DEFINIDO
272779,1,6,575,NÃO DEFINIDO
361776,1,6,809,NÃO DEFINIDO
454635,1,6,1001,NÃO DEFINIDO
463939,1,6,1600,NÃO DEFINIDO
18673,1,6,33333,NÃO DEFINIDO
214257,1,6,002 JUNTA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
458040,1,6,050 VEICULOS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
134593,1,6,0BRA,OBRAS
345313,2,3,0CRIACAO DE GALINHA GADO E PLANTIO DE CA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
156043,1,6,0FICIA,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
248889,1,6,0FICICINA,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
67229,1,6,0FICINA,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
566061,1,6,0FICINA 2 IRMAOS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
11781,1,6,0FICINA ANTONIO MOTOS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
542509,1,6,0FICINA AUTO,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
527499,1,6,0FICINA AUTOMOVEL,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
540740,1,6,0FICINA DE AUTOMOVEIS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
497808,1,6,0FICINA DE AUTOS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
135273,1,6,0FICINA DE AUTOS RETOK CAR,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
154624,1,6,0FICINA DE CARRO,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
365921,1,6,0FICINA DE FUNILARIA,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
102427,1,6,0FICINA DE MOTO E BICICLETA,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
496417,1,6,0FICINA DE MOTOCICLETA,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
100801,1,6,0FICINA DE MOTOCICLETA E BICICLETA,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
268111,1,6,0FICINA DE MOTOS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
200979,1,6,0FICINA DE RADIADORES,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
300932,1,6,0FICINA DE VEICULOS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
146897,1,6,0FICINA DO ELIO GONCALVES,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
188193,1,6,0FICINA DO SEVERINO,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
576986,1,6,0FICINA ELETRCISTA DE AUTO,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
57180,1,6,0FICINA FUGIKAWA,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
111097,1,6,0FICINA GERAL,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
567920,1,6,0FICINA JM,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
554800,1,6,0FICINA LATERNAGEM,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
364595,1,6,0FICINA MAYQUINH0,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
381030,1,6,0FICINA MEANICA,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
506639,1,6,0FICINA MECAMICA DE CARRO,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
10743,1,6,0FICINA MECANICA,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
470633,1,6,0FICINA MECANICA CONSERTO DE CARRO,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
571251,1,6,0FICINA MECANICA DE AUTOMOVEIS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
160266,1,6,0FICINA MECANICA DE AUTOS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
472213,1,6,0FICINA MECANICA DE CARROS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
394274,1,6,0FICINA MECANICA VIDACAR,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
515079,1,6,0FICINA MECANICA WR,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
491400,1,6,0FICINA MOTO,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
546926,1,6,0FICINA PONTE,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
64478,1,6,0FICINA REIS LIMA,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
152227,2,6,0IGREJA NOSSA SENHORA APARECIDA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
511536,2,6,0LARIA,INDÚSTRIAS DE TRANSFORMAÇÃO
274870,2,3,0PLANTASAO DE SOJA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
525763,1,6,0PTICA MEGANE,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS"
163307,1,5,0RION CENTRO MEDICO,SAÚDE HUMANA E SERVIÇOS SOCIAIS
458729,1,6,0RQUIDARIO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
63328,2,3,0RTICULTURA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
473908,2,3,0RTIFRUTI GRANJERO DO EUZEBIO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
292109,1,6,0TICAS ORIENT,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS"
262759,2,3,1 AVIARIO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
77537,2,3,1 AVIARIO CHIQUEIRO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
280156,1,6,1 CARTORIO DE NOTAS,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
259702,2,3,1 CERCADO DE OVELHAS 1 GALINHEIRO 1 CURR,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
550146,1,6,1 COMPANHIA DE POLICIA MILITAR DO 23 BPM,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
351556,1,6,1 DELEGACIA DE ATENDIMENTO A MULHER,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
564275,1,6,1 DP CATANDUA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
172900,2,3,1 ESTUFA DE FUMO,INDÚSTRIAS DE TRANSFORMAÇÃO
564494,2,3,1 ESTUFA DE RITZEL,INDÚSTRIAS DE TRANSFORMAÇÃO
10268,2,3,1 ESTUFA E 1 GALPAO DE FUMO,INDÚSTRIAS DE TRANSFORMAÇÃO
372626,2,3,1 FAZ APOIS A FAZ AD,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
86261,2,3,1 FAZ APOIS A FAZ LAGO VERDE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
58427,2,3,1 FAZENDA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
514969,2,3,1 GALINHEIRO 1 CERCADO DE OVELHAS 1 CHIQ,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
495674,2,3,1 GALINHEIRO 1 CERCADO DE OVELHAS 1 CURR,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
221683,1,6,1 IGREJA BATISTA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
463014,1,6,1 IGREJA BATISTA CANAAN,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
110158,1,6,1 IGREJA BATISTA DE PIEDADE,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
108605,1,6,1 IGREJA BATISTA NO BAIRRO SAMPAIO,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
353952,1,6,1 IGREJA BATISTA VILA ALIANCA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
370347,2,6,1 IGREJA CATOLICA E 1 REFEITORIO,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
388665,1,6,1 IGREJA DO EVANGELHO QUADRANGULAR,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
40088,1,6,1 IGREJA PETENCOSTAL DO7 DIA DA NOVA ALI,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
384611,1,6,1 IGREJA PRESBITERIANA EM SAMAMBAIA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
238361,1,6,1 IGREJA VAGO,DESOCUPADO
348022,1,6,1 REGIONAL DE SAUDE,SAÚDE HUMANA E SERVIÇOS SOCIAIS
442522,2,3,1 SALAO E UM CURADOR E UM XIQUEIRO DE AV,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
84892,1,6,1 TABELIONATO DE NOTAS,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
215888,1,6,1 TABELIONATO NOTAS E PROTESTOS DE TITUL,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
98846,1,6,10 DISTRITO POLICIAL PLANTAO ZONA SUL,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
320999,1,6,13 CARTORIO DO BUTANTAN,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
457685,1,6,13 DP POLICIA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
88516,1,6,14 BATALHAO POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
23849,1,6,15 IGREJA DO EVANGELHO QUADRANGULAR,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
99522,1,6,152JUNTA DE SERVICO MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
198791,1,6,15602 MERCADO,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
503829,1,6,16 BATALHAO DA POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
466826,1,6,16 BPM,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
286265,1,6,16NOV EMPRESA DESATIVADA,DESOCUPADO
211747,1,6,17 BATALHAO POL M PARANA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
108934,1,6,18 BATALHAO DA POLICIA CIIL,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
450656,2,3,1GALPAO DE FUMO 2FORNO DE FUMO1SALA DE O,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
572024,1,6,1GGEJA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
157348,1,6,1GREJA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
506635,1,6,1GREJA EVANGELICA HA PAZ EM JESUS,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
566453,1,6,1GREJA EVANI ALIACA CELESTE,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
167541,1,6,1IGREJA BATISTA NO IPIRATININGA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
206511,1,6,2 BASE POLICIA MILIAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
95016,1,6,2 BATALHAO DA POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
394042,1,6,2 BATALHAO DE INCENDIO DE TAGUATINGA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
384150,1,6,2 BEC QUARTEL,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
230842,1,6,2 CARTORIO DE NOTAS,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
540394,1,6,2 COMUNIDADE EVANGELICA CRISTO VIVE,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
230270,1,6,2 DISTRITO POLICIAL,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
264768,1,6,2 DISTRITO POLICIAL DE ITAPEVA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
125159,1,6,2 IGREJA BATISTA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
338466,1,6,2 IGREJA DE DEUS,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
269155,1,6,2 IGREJA PENTESCOSTAL O BRASIL PARA CRIS,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
215222,1,6,2 IGREJA PRESBITERIANA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
164380,1,6,2 IGREJA PRESBITERIANA NOVA ESPERANCA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
234140,1,6,2 IRMAES VARIEDADES,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO
506052,1,6,2 IRMAOS MATERIAIS DE CONSTRUCAO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO
485332,1,6,2 LOJAS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS
52471,1,6,2 LOJAS VAGAS E IGREJA CRISTA MARANATA,DESOCUPADO
468295,1,6,2 REGISTRO CIVIL E TABELIONATOS DE NOTAS,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
85439,1,6,2 TABELIONATO DE NOTAS,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
414423,1,6,20 DELEGACIA D POLICIA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
467729,1,6,2000 MULTIMARCAS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS
321186,1,6,22 BATALHAO DE POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
413684,1,6,22 BPM,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
251749,1,6,3 CARTORIO DE NOTAS,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
245439,1,6,3 CIA DA POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
352622,1,6,3 CIA DO 13 BATALHAO,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
54061,1,6,3 CIA POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
243959,1,6,3 COMP DO 11 BATALHAO POLICIAL,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
559920,1,6,3 DISTRITO POLICIAL 1 DELEGACIA DE POLIC,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
560644,1,6,3 PELOTAO CUMARU,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
4801,1,6,4 CARTORIO DE NOTAS,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
275739,1,6,4 ESTACOES TOLDOS,NÃO DEFINIDO
282982,1,6,4 PATAS PETSHOP,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS
300242,1,6,4 PELOTAO DA POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
548218,1,6,40 CARTORIO REGISTRO CIVIL BRASILANDIA,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
485127,1,6,5 OFICIO DE NOTAS CARTORIO,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
547767,2,3,5ITIO  HERES SACHETTE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
103314,1,6,6 0 GRUPAMENTO DE BOMBEIRO,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
402172,1,6,6 BATALHAO DE POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
247848,1,6,6 DRP ITUMBIARA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
177402,1,6,6 IGREJA O BRASIL PARA CRISTO,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS"
95906,1,6,6 LOJAS COMERCIAIS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS
376896,1,6,700 GAUSS,NÃO DEFINIDO
116306,1,6,764 AUTOMOVEIS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
504269,1,6,7HO DE GENEROS ALIMENTICIOS,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS"
291967,1,6,7MERCEARIA COMERCIO DE SECOS E MOLHADO,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
579040,1,6,8 CB CORPO DE BOMBEIRO,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
411486,1,6,85 BATALHAO DE POLICIA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
492863,1,6,8AR E MERCEARIA,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
578182,1,6,9 CARTORIO DE REGISTRO CIVIL,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
227307,1,6,92 FM,INFORMAÇÃO E COMUNICAÇÃO
18016,2,3,A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
86323,2,6,A,NÃO DEFINIDO
369236,1,6,A A,NÃO DEFINIDO
413219,1,6,A ALUGAR,DESOCUPADO
535160,1,6,A BOTICA,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS"
553209,1,6,A CONCEPT IN FASHION LOJA DE ROUPAS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS
201499,1,6,A COZINHA DA CASA,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO
81074,1,6,A CREDINORTE MOVEIS,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO
267361,1,6,A CREDINORTR MOVEIS,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO
158597,1,6,A E A MODAS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS
378945,1,6,A E B PAPELARIA,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS"
401586,1,6,A EVANGELICA CONFECCOES,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS
503297,1,6,A F COMERCIO MATEIAL CONSTRUCAO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO
343717,1,6,A FANTASTICA UTILITARIOS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS
280898,1,6,A FAVORITA CONFECCOES,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS
271650,1,6,A FAVORITA PRESENTES,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS
536356,1,6,A FRUTEIRA,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO"
