id,landuse_id,landuse_description,label,anotador1,ambiguous,anotador3
5271035,6,acougue do manelao,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO","- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",N,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO"
6093505,6,acougue do rio,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO","- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",N,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO"
7499198,6,acougue jd santa maria,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO","- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",N,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO"
6272445,6,acougue santo antonio,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO","- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",N,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO"
6865659,6,administracao aeroporto estadual de cps,- TRANSPORTE AÉREO,- TRANSPORTE AÉREO,S,- TRANSPORTE AÉREO
1781846,6,adubeira,NÃO DEFINIDO,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
803642,6,aereo publicidade,NÃO DEFINIDO,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",N,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
10661860,6,aeroclube,- TRANSPORTE AÉREO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",S,- TRANSPORTE AÉREO
10727671,6,aerodromo,- TRANSPORTE AÉREO,- TRANSPORTE AÉREO,N,- TRANSPORTE AÉREO
6648733,6,aeromodelismo,NÃO DEFINIDO,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",N,"ARTES, CULTURA, ESPORTE E RECREAÇÃO"
8951547,6,aeroporo jose cleto,NÃO DEFINIDO,- TRANSPORTE AÉREO,N,- TRANSPORTE AÉREO
10661913,6,aeroporto,- TRANSPORTE AÉREO,- TRANSPORTE AÉREO,N,- TRANSPORTE AÉREO
10787039,6,aeroporto andre maggi,- TRANSPORTE AÉREO,- TRANSPORTE AÉREO,N,- TRANSPORTE AÉREO
5089322,6,aeroporto baunilha,- TRANSPORTE AÉREO,- TRANSPORTE AÉREO,N,- TRANSPORTE AÉREO
205232,6,aeroporto da comara,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,- TRANSPORTE AÉREO,N,- TRANSPORTE AÉREO
229184,6,aeroporto eduardo gomes,- TRANSPORTE AÉREO,- TRANSPORTE AÉREO,N,- TRANSPORTE AÉREO
10348899,6,aeroporto fernando ferrari,- TRANSPORTE AÉREO,- TRANSPORTE AÉREO,N,- TRANSPORTE AÉREO
319496,6,aeroporto municipal julio belem,- TRANSPORTE AÉREO,- TRANSPORTE AÉREO,N,- TRANSPORTE AÉREO
8869787,6,aeroporto municipal paulo abdala,- TRANSPORTE AÉREO,- TRANSPORTE AÉREO,N,- TRANSPORTE AÉREO
11174772,6,aeroporto santa genoveva,- TRANSPORTE AÉREO,- TRANSPORTE AÉREO,N,- TRANSPORTE AÉREO
8460100,6,aeroporto veiculos,- TRANSPORTE AÉREO,- TRANSPORTE AÉREO,N,- TRANSPORTE AÉREO
3768351,6,aeroporto vicente grilo,- TRANSPORTE AÉREO,- TRANSPORTE AÉREO,N,- TRANSPORTE AÉREO
8510303,6,agencia bancaria,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",N,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS"
5422837,6,agencia bancaria do banco do itau,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",N,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS"
4553404,6,agencia central de correios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
11124584,6,agencia correios,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
1727854,6,agencia da guanabarra,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,N,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
7690568,6,agencia de correios,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
8926517,6,agencia de credito caza,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",N,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS"
10276771,6,agencia de emprestimos,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",N,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS"
7851647,6,agencia de modelos,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,N,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
11450040,6,agencia de propaganda,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",N,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
7833819,6,agencia de publicidade cavassani intr,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",N,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
7893528,6,agencia de telemarketing,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",N,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
10163019,6,agencia de viagens e turismo,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,N,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
2458255,6,agencia do trabalho,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,N,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
353051,6,agencia dos  correios,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
11303376,6,agencia dos correios,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
11335548,6,agencia franqueada dos correios,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
6431935,6,agencia kautry som car,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",NÃO DEFINIDO,N,NÃO DEFINIDO
10234283,6,agencia publicidade,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",N,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS"
9676228,6,agencia turismo,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,N,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
3453104,6,agencias correios e telegrafos,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
11468168,6,agencias do correios,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
1092330,6,agengia dos correios,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA
6849113,6,agente de cargas,- TRANSPORTE TERRESTRE,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,N,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
773635,6,agespisa,NÃO DEFINIDO,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",N,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO"
498065,3,agricola,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
8507030,3,agropecuario,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA"
114378,6,alanbique,NÃO DEFINIDO,INDÚSTRIAS DE TRANSFORMAÇÃO,N,INDÚSTRIAS DE TRANSFORMAÇÃO
1763419,6,alcolicos anonimos aeroporto,- TRANSPORTE AÉREO,SAÚDE HUMANA E SERVIÇOS SOCIAIS,S,SAÚDE HUMANA E SERVIÇOS SOCIAIS
8100673,6,alexpress agenciamento aereo,NÃO DEFINIDO,- CORREIO E OUTRAS ATIVIDADES DE ENTREGA,N,- TRANSPORTE AÉREO
8654342,6,alimentos e bebidas,NÃO DEFINIDO,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",N,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO"
10104719,6,almocherifado da balsa,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,S,- TRANSPORTE AQUAVIÁRIO
618114,6,alojamento,- ALOJAMENTO,- ALOJAMENTO,N,- ALOJAMENTO
3248579,6,alojamento de animais,- ALOJAMENTO,- ALOJAMENTO,N,- ALOJAMENTO
3332442,6,alojamento sem morador,- ALOJAMENTO,DESOCUPADO,S,DESOCUPADO
11262089,6,alpha loja de conveniencia,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,N,- COMÉRCIO VAREJISTA
9472711,3,alto alegre,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",NÃO DEFINIDO,N,NÃO DEFINIDO
73420,6,alto pecas,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,N,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
6171572,6,aluga se,NÃO DEFINIDO,DESOCUPADO,N,DESOCUPADO
8550117,6,aluguel de automoveis,"- COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,N,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
1892466,6,aluguel de mesas de aniersario kids fest,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,N,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
4738460,6,aluguel de vestidos,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,N,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES
1789546,6,amauri domingues imoveis,ATIVIDADES IMOBILIÁRIAS,ATIVIDADES IMOBILIÁRIAS,N,ATIVIDADES IMOBILIÁRIAS
7432593,6,america latina logistica,- TRANSPORTE TERRESTRE,- TRANSPORTE TERRESTRE,N,- TRANSPORTE TERRESTRE
8812109,6,angeloni hipermercado,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",N,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS"
10224186,6,antena de traffo,INFORMAÇÃO E COMUNICAÇÃO,INFORMAÇÃO E COMUNICAÇÃO,N,INFORMAÇÃO E COMUNICAÇÃO
4668929,6,antena telefone,INFORMAÇÃO E COMUNICAÇÃO,INFORMAÇÃO E COMUNICAÇÃO,N,INFORMAÇÃO E COMUNICAÇÃO
148249,6,antenas embratel,INFORMAÇÃO E COMUNICAÇÃO,INFORMAÇÃO E COMUNICAÇÃO,N,INFORMAÇÃO E COMUNICAÇÃO
10852729,6,antiga loja de tecido,DESOCUPADO,DESOCUPADO,N,DESOCUPADO
9673504,6,antigo bar do popo,DESOCUPADO,DESOCUPADO,N,DESOCUPADO
5069525,5,apae,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,N,SAÚDE HUMANA E SERVIÇOS SOCIAIS
8454059,6,aparas de caixa papelao,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",NÃO DEFINIDO,S,NÃO DEFINIDO
3156342,6,aqui tem variedades,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,N,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO
6668558,6,aracariguama deposito mats construcao,OBRAS,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,N,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO
2027130,6,arca imoveis,ATIVIDADES IMOBILIÁRIAS,ATIVIDADES IMOBILIÁRIAS,N,ATIVIDADES IMOBILIÁRIAS
2292066,6,arcelor,NÃO DEFINIDO,INDÚSTRIAS DE TRANSFORMAÇÃO,N,INDÚSTRIAS DE TRANSFORMAÇÃO
134699,6,area da picina,- TRANSPORTE AQUAVIÁRIO,NÃO DEFINIDO,N,NÃO DEFINIDO
6421487,6,area de lazer dos moradores do numero 25,- TRANSPORTE AQUAVIÁRIO,NÃO DEFINIDO,N,NÃO DEFINIDO
6094430,6,area para construir corretora tengel,- TRANSPORTE AQUAVIÁRIO,OBRAS,N,OBRAS
5748735,6,area sem construcao,OBRAS,DESOCUPADO,N,DESOCUPADO
508354,6,armarinho de produtos para bebes,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,N,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO
1596275,6,armarinho e bazar,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,S,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO
4522928,6,armarinho inacio,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,N,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO
3228629,6,armario e variedade santa lucia,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,S,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO
7398752,6,armazem,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",N,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
3058380,3,armazem,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",N,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
6709689,6,armazem das variedades,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,N,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO
2007179,6,armazem de moagem e estocagem de racao d,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",N,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
1913395,6,armazen,NÃO DEFINIDO,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",N,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
4173832,6,arquivamento da prefeitura,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",N,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL"
